licence_profile_name,document_type,title,leap_url,document_date,compliance_status,compliance_date,profilenumber,licenceprofileid,document_url
Edenderry - D0110,Compliance Investigation,Edenderry - Recurring ELV breaches & overloading,https://leap.epa.ie/licence-profile/D0110/compliance/investigation/0d641332-a4ad-f011-a377-0050568a2d1a,2025-10-24T00:00:00+00:00,Open,2025-10-24T00:00:00,D0110,65ead3b1-6a82-422e-b924-0483b5ff6b91,https://data.epa.ie/leap/api/v1/Ci/byid?ci_id=0d641332-a4ad-f011-a377-0050568a2d1a
Upper Liffey Valley Sewerage Scheme - D0002,Complaint,Foul Smell from Pinkeen Stream Kilcullen,https://leap.epa.ie/licence-profile/D0002/compliance/complaint/e4562eb0-fda8-f011-a377-0050568a2d1a,2025-10-24T00:00:00+00:00,Closed,2025-10-13T00:00:00,D0002,b437566f-0bb3-482c-b719-ff577e1d9d75,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=e4562eb0-fda8-f011-a377-0050568a2d1a
Ballina - D0189,Incident,Uncontrolled Release,https://leap.epa.ie/licence-profile/D0189/compliance/incident/17003501-ccb0-f011-a377-0050568a2d1a,2025-10-24T00:00:00+00:00,Open,2025-10-24T00:00:00,D0189,7ca315fe-55b9-432c-8f76-3fc77590a9f0,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=17003501-ccb0-f011-a377-0050568a2d1a
Irish Cement Limited (Limerick) - P0029,Incident,Ambient ELV breach,https://leap.epa.ie/licence-profile/P0029/compliance/incident/3344c2ec-c9b0-f011-a377-0050568a2d1a,2025-10-24T00:00:00+00:00,Open,2025-10-24T00:00:00,P0029,a20c2008-1c83-446a-957a-1d1c34b9b5f2,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=3344c2ec-c9b0-f011-a377-0050568a2d1a
Virginia - D0255,Incident,Uncontrolled Release,https://leap.epa.ie/licence-profile/D0255/compliance/incident/4ffaafd6-d1b0-f011-a377-0050568a2d1a,2025-10-24T00:00:00+00:00,Open,2025-10-24T00:00:00,D0255,2e0432fa-58bd-46b8-b242-99821dc0ac7a,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=4ffaafd6-d1b0-f011-a377-0050568a2d1a
Cork City - D0033,Incident,Abatement equipment off-line,https://leap.epa.ie/licence-profile/D0033/compliance/incident/63e4eb4f-b8b0-f011-a377-0050568a2d1a,2025-10-24T00:00:00+00:00,Open,2025-10-24T00:00:00,D0033,4b1b0eaa-2010-4b68-932d-a2e6236077bd,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=63e4eb4f-b8b0-f011-a377-0050568a2d1a
Kilfinnane - D0305,Incident,Uncontrolled Release,https://leap.epa.ie/licence-profile/D0305/compliance/incident/917f5ff3-ecb0-f011-a377-0050568a2d1a,2025-10-24T00:00:00+00:00,Open,2025-10-24T00:00:00,D0305,0a234870-821f-4c17-84b8-e0006d8eb9f7,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=917f5ff3-ecb0-f011-a377-0050568a2d1a
Ballyjamesduff - D0256,Incident,Uncontrolled Release,https://leap.epa.ie/licence-profile/D0256/compliance/incident/bd5b544a-d1b0-f011-a377-0050568a2d1a,2025-10-24T00:00:00+00:00,Open,2025-10-24T00:00:00,D0256,c6f6de7b-7ce8-4373-a213-02167c451968,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=bd5b544a-d1b0-f011-a377-0050568a2d1a
Ballyjamesduff - D0256,Incident,Abatement equipment off-line,https://leap.epa.ie/licence-profile/D0256/compliance/incident/cbccc6b5-ccb0-f011-a377-0050568a2d1a,2025-10-24T00:00:00+00:00,Open,2025-10-24T00:00:00,D0256,c6f6de7b-7ce8-4373-a213-02167c451968,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=cbccc6b5-ccb0-f011-a377-0050568a2d1a
Gort - D0195,Incident,Abatement equipment off-line,https://leap.epa.ie/licence-profile/D0195/compliance/incident/d67bafce-ceb0-f011-a377-0050568a2d1a,2025-10-24T00:00:00+00:00,Open,2025-10-24T00:00:00,D0195,5e5eee16-8770-4850-bd7b-26dc8075b49d,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=d67bafce-ceb0-f011-a377-0050568a2d1a
Limerick - D0013,Incident,Uncontrolled Release,https://leap.epa.ie/licence-profile/D0013/compliance/incident/eafb652d-b6b0-f011-a377-0050568a2d1a,2025-10-24T00:00:00+00:00,Open,2025-10-24T00:00:00,D0013,2ced8e98-3c4a-467b-b9eb-32f31b653611,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=eafb652d-b6b0-f011-a377-0050568a2d1a
Bord na Móna Energy Limited (Blackwater) - P0502,Site Updates/Notifications,Trigger level reached on PCAS bogs,https://leap.epa.ie/licence-profile/P0502/compliance/return/0008fd8f-feaf-f011-a377-0050568a2d1a,2025-10-24T00:00:00+00:00,Closed,2025-10-23T00:00:00,P0502,1b08ee9f-f89c-41d4-a516-4c3e13079a9f,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=0008fd8f-feaf-f011-a377-0050568a2d1a
Boran Plastic Packaging Limited - P0819,Site Updates/Notifications,Licensee Public Response - SV31795,https://leap.epa.ie/licence-profile/P0819/compliance/return/04a7d9cb-ada9-f011-a377-0050568a2d1a,2025-10-24T00:00:00+00:00,Closed,2025-10-15T00:00:00,P0819,856f2f2d-4599-45f7-9c4c-4816baf13c69,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=04a7d9cb-ada9-f011-a377-0050568a2d1a
