licence_profile_name,document_type,title,leap_url,document_date,compliance_status,compliance_date,profilenumber,licenceprofileid,document_url
Johnson & Johnson Vision Care Ireland Unlimited Company - P0818,Monitoring Returns,"September 2025 Monthly Return for P0818-05, Storm Water",https://leap.epa.ie/licence-profile/P0818/compliance/return/016143ae-e5a8-f011-a377-0050568a2d1a,2026-01-16T00:00:00+00:00,Closed,2025-10-14T00:00:00,P0818,c384e292-8ae1-44cd-a0f3-80d28c31c889,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=016143ae-e5a8-f011-a377-0050568a2d1a
O'Toole Composting Limited - W0284,Monitoring Returns,Biological Monitoring -Receiving waters,https://leap.epa.ie/licence-profile/W0284/compliance/return/28cb69da-f7bf-f011-a378-0050568a2d1a,2026-01-16T00:00:00+00:00,Closed,2025-11-12T00:00:00,W0284,0d377f83-f286-e511-a5db-0050568a69e2,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=28cb69da-f7bf-f011-a378-0050568a2d1a
Ballymurtagh Landfill Facility - W0011,Monitoring Returns,Q2 2025 - Leachate Monitoring Return - Ballymurtagh Landfill,https://leap.epa.ie/licence-profile/W0011/compliance/return/321e4604-c2b0-f011-a377-0050568a2d1a,2026-01-16T00:00:00+00:00,Closed,2025-10-24T00:00:00,W0011,c2f63398-a0ac-4a1b-acfd-4e23f5a0cb23,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=321e4604-c2b0-f011-a377-0050568a2d1a
Ballymurtagh Landfill Facility - W0011,Monitoring Returns,Ballymurtagh 3rd Quarter 2025 Leachate Report,https://leap.epa.ie/licence-profile/W0011/compliance/return/37bb434e-a9b5-f011-a378-0050568a2d1a,2026-01-16T00:00:00+00:00,Closed,2025-10-30T00:00:00,W0011,c2f63398-a0ac-4a1b-acfd-4e23f5a0cb23,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=37bb434e-a9b5-f011-a378-0050568a2d1a
Johnson & Johnson Vision Care Ireland Unlimited Company - P0818,Monitoring Returns,"September 2025 Monthly Return for P0818-05, Air Emission Points",https://leap.epa.ie/licence-profile/P0818/compliance/return/37dc2e0e-e5a8-f011-a377-0050568a2d1a,2026-01-16T00:00:00+00:00,Closed,2025-10-14T00:00:00,P0818,c384e292-8ae1-44cd-a0f3-80d28c31c889,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=37dc2e0e-e5a8-f011-a377-0050568a2d1a
Ballymurtagh Landfill Facility - W0011,Monitoring Returns,Ballymurtagh Landfill Q3 2025 Groundwater Monitoring Return,https://leap.epa.ie/licence-profile/W0011/compliance/return/38bff0b5-85b5-f011-a378-0050568a2d1a,2026-01-16T00:00:00+00:00,Closed,2025-10-30T00:00:00,W0011,c2f63398-a0ac-4a1b-acfd-4e23f5a0cb23,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=38bff0b5-85b5-f011-a378-0050568a2d1a
Ballymurtagh Landfill Facility - W0011,Monitoring Returns,Ballymurtagh Landfill - Q2 2025 surface Water Monitoring Report,https://leap.epa.ie/licence-profile/W0011/compliance/return/48eb15f8-c0b0-f011-a377-0050568a2d1a,2026-01-16T00:00:00+00:00,Closed,2025-10-24T00:00:00,W0011,c2f63398-a0ac-4a1b-acfd-4e23f5a0cb23,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=48eb15f8-c0b0-f011-a377-0050568a2d1a
Recycling Centre and Waste Transfer Station - W0200,Site Updates/Notifications,Licensee Public Response - SV31318,https://leap.epa.ie/licence-profile/W0200/compliance/return/82bee15e-cef2-f011-a37b-0050568a2d1a,2026-01-16T00:00:00+00:00,Open,2026-01-16T00:00:00,W0200,df1f1c90-cca7-4629-b3e8-102b4015bcda,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=82bee15e-cef2-f011-a37b-0050568a2d1a
Ballymurtagh Landfill Facility - W0011,Monitoring Returns,Ballymurtagh 3rd quarter Surface Water Monitoring Report,https://leap.epa.ie/licence-profile/W0011/compliance/return/b9c1ab5a-85b5-f011-a378-0050568a2d1a,2026-01-16T00:00:00+00:00,Closed,2025-10-30T00:00:00,W0011,c2f63398-a0ac-4a1b-acfd-4e23f5a0cb23,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=b9c1ab5a-85b5-f011-a378-0050568a2d1a
O'Toole Composting Limited - W0284,Monitoring Returns,S1 Monitoring 2024,https://leap.epa.ie/licence-profile/W0284/compliance/return/bab147d6-b0bf-f011-a378-0050568a2d1a,2026-01-16T00:00:00+00:00,Closed,2025-11-12T00:00:00,W0284,0d377f83-f286-e511-a5db-0050568a69e2,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=bab147d6-b0bf-f011-a378-0050568a2d1a
Ballymurtagh Landfill Facility - W0011,Monitoring Returns,Ballymurtagh Landfill Q1 2025 - Surface Water Monitoring Report,https://leap.epa.ie/licence-profile/W0011/compliance/return/d42d3a4c-99ae-f011-a377-0050568a2d1a,2026-01-16T00:00:00+00:00,Closed,2025-10-21T00:00:00,W0011,c2f63398-a0ac-4a1b-acfd-4e23f5a0cb23,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=d42d3a4c-99ae-f011-a377-0050568a2d1a
Ballymurtagh Landfill Facility - W0011,Monitoring Returns,Ballymurtagh Landfill Q1 2025 - Ground Water Monitoring Report,https://leap.epa.ie/licence-profile/W0011/compliance/return/e1a43188-99ae-f011-a377-0050568a2d1a,2026-01-16T00:00:00+00:00,Closed,2025-10-21T00:00:00,W0011,c2f63398-a0ac-4a1b-acfd-4e23f5a0cb23,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=e1a43188-99ae-f011-a377-0050568a2d1a
