licence_profile_name,document_type,title,leap_url,document_date,compliance_status,compliance_date,profilenumber,licenceprofileid,document_url
ANALOG DEVICES INTERNATIONAL UNLIMITED COMPANY - P0224,Monitoring Returns,2025 Groundwater Monitoring Report,https://leap.epa.ie/licence-profile/P0224/compliance/return/0c890806-f6f2-f011-a37b-0050568a2d1a,2026-02-18T00:00:00+00:00,Closed,2026-01-16T00:00:00,P0224,694502ee-41a7-402f-b97c-042c28182a9d,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=0c890806-f6f2-f011-a37b-0050568a2d1a
Sterling Pharma Ringaskiddy Limited - P0006,Site Updates/Notifications,Trade Effluent Monitoring Returns 2025,https://leap.epa.ie/licence-profile/P0006/compliance/return/6a55730b-1df2-f011-a37b-0050568a2d1a,2026-02-18T00:00:00+00:00,Closed,2026-01-15T00:00:00,P0006,d772370a-5f19-4eab-b3f1-8355324ed590,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=6a55730b-1df2-f011-a37b-0050568a2d1a
Heineken Ireland Limited - P0445,Monitoring Returns,P0445_IPC Noise Survey Results 2025,https://leap.epa.ie/licence-profile/P0445/compliance/return/715faed4-02a9-f011-a377-0050568a2d1a,2026-02-18T00:00:00+00:00,Closed,2025-10-14T00:00:00,P0445,c52556b1-fa4b-4ba9-83bd-bdbf6e2ffa5c,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=715faed4-02a9-f011-a377-0050568a2d1a
GP Wood Ltd - P0594,Monitoring Returns,Dec 2025 Surface Water Monitoring Report,https://leap.epa.ie/licence-profile/P0594/compliance/return/7acb9a45-dbeb-f011-a37b-0050568a2d1a,2026-02-18T00:00:00+00:00,Closed,2026-01-07T00:00:00,P0594,a8bf7e16-caba-4137-a7d7-d34c1df05886,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=7acb9a45-dbeb-f011-a37b-0050568a2d1a
Silliot Hill Landfill - W0014,Monitoring Returns,Dust Report 2025,https://leap.epa.ie/licence-profile/W0014/compliance/return/e389adf5-3eed-f011-a37b-0050568a2d1a,2026-02-18T00:00:00+00:00,Closed,2026-01-09T00:00:00,W0014,563ab11d-fcc4-4c25-aab3-5227e55be66b,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=e389adf5-3eed-f011-a37b-0050568a2d1a
Heineken Ireland Limited - P0445,Monitoring Returns,Annual Air monitoring report 2025,https://leap.epa.ie/licence-profile/P0445/compliance/return/e48c32a0-76b5-f011-a378-0050568a2d1a,2026-02-18T00:00:00+00:00,Closed,2025-10-30T00:00:00,P0445,c52556b1-fa4b-4ba9-83bd-bdbf6e2ffa5c,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=e48c32a0-76b5-f011-a378-0050568a2d1a
Thurles - D0026,Incident,Abatement equipment off-line,https://leap.epa.ie/licence-profile/D0026/compliance/incident/53785b0a-55f5-f011-a37b-0050568a2d1a,2026-02-16T00:00:00+00:00,Closed,2026-01-19T00:00:00,D0026,8458d601-0baf-4509-b5a1-63d8dea85167,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=53785b0a-55f5-f011-a37b-0050568a2d1a
Laois Sawmills Limited - P0322,Monitoring Returns,Q2 2025 GW monitoring report,https://leap.epa.ie/licence-profile/P0322/compliance/return/d46299d5-44f5-f011-a37b-0050568a2d1a,2026-02-16T00:00:00+00:00,Closed,2026-01-19T00:00:00,P0322,27857ab2-4de9-48e6-94ea-5d1dae86ed0c,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=d46299d5-44f5-f011-a37b-0050568a2d1a
